VOB;SITE;SERVIDOR;DATA_CRIACAO;DB_SCHEMA;ACL_HABILITADO;FEATURE_LEVEL;USER_OWNER;COMUNIDADE;POSSUI_GRUPO_DOMAIN_USERS;MODELO_SEGURANCA;TAMANHO;PADRAO_PASTAS;POSSUI_PASTA_MODELAGEM;LOCK_PASTA_FONTES;DESC_PASTA_FONTES;LOCK_PASTA_BUILD;DESC_PASTA_BUILD;DATA_ULTIMA_ALTERACAO_VOB;DATA_ULTIMA_ALTERACAO_FONTES;DATA_ULTIMA_ALTERACAO_BUILD
SICCH;SP;CADSVAPRNT002;2012-08-13 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCL;SP;CADSVAPRNT002;2012-01-26 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCO;SP;CADSVAPRNT002;2015-09-25 00:00:00;80;NAO;9;S725933;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCP;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCV;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICDG;SP;CADSVAPRNT002;2015-06-09 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICEA;SP;CADSVAPRNT002;2010-04-29 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICEM;SP;CADSVAPRNT002;2019-10-31 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICES;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICET;SP;CADSVAPRNT002;2008-02-12 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICEX;SP;CADSVAPRNT002;2008-02-18 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICNR;SP;CADSVAPRNT002;2008-04-01 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOB;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOB_COB2VIA;SP;CADSVAPRNT002;2010-11-22 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOC;SP;CADSVAPRNT002;2012-03-27 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICPA;SP;CADSVAPRNT002;2008-03-14 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICPJ;SP;CADSVAPRNT002;2012-02-14 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICQL;SP;CADSVAPRNT002;2011-02-08 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICQW;SP;CADSVAPRNT002;2009-10-27 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICRA;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICRD;SP;CADSVAPRNT002;2014-07-11 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICSJ;SP;CADSVAPRNT002;2014-12-05 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICTD;SP;CADSVAPRNT002;2013-07-26 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICTE;SP;CADSVAPRNT002;2015-10-28 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICUC;SP;CADSVAPRNT002;2011-06-06 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICXC;SP;CADSVAPRNT002;2014-11-19 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SID00;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID01;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID02;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID03;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID04;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SID05;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID06;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID07;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID08;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID09;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SID49;SP;CADSVAPRNT002;2011-10-25 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDCN;SP;CADSVAPRNT002;2016-09-22 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDDA;SP;CADSVAPRNT002;2011-02-08 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDIM;SP;CADSVAPRNT002;2016-01-06 00:00:00;80;NAO;9;S725933;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDMO;SP;CADSVAPRNT002;2012-04-05 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIDOC;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIECO;SP;CADSVAPRNT002;2018-12-12 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIECP;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMD;SP;CADSVAPRNT002;2008-02-12 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIESC;SP;CADSVAPRNT002;2018-03-05 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIESP;SP;CADSVAPRNT002;2008-04-01 00:00:00;80;NAO;9;S725933;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEXC;SP;CADSVAPRNT002;2012-03-07 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFIC;SP;CADSVAPRNT002;2008-01-08 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIFLX;SP;CADSVAPRNT002;2014-09-12 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFMP;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAI;SP;CADSVAPRNT002;;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAL;SP;CADSVAPRNT002;2010-02-08 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAP;SP;CADSVAPRNT002;2012-08-15 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAT;SP;CADSVAPRNT002;2008-02-13 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGBK;SP;CADSVAPRNT002;2015-10-28 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGBO;SP;CADSVAPRNT002;2015-11-26 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIGCB;SP;CADSVAPRNT002;2007-10-11 00:00:00;54;NAO;5;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCB_ECOBRANÇA;SP;CADSVAPRNT002;2011-08-15 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCX;SP;CADSVAPRNT002;;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGDA;SP;CADSVAPRNT002;2008-01-22 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGDB;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGDF;SP;CADSVAPRNT002;2015-07-06 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGDI;SP;CADSVAPRNT002;2015-08-11 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIGIA;SP;CADSVAPRNT002;;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGJD;SP;CADSVAPRNT002;2018-03-19 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIGMS;SP;CADSVAPRNT002;2007-10-26 00:00:00;80;NAO;9;S725933;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGOV;SP;CADSVAPRNT002;2008-02-18 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGOV_WEB;SP;CADSVAPRNT002;2012-05-28 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGPF;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGSJ;SP;CADSVAPRNT002;2008-03-27 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGTA;SP;CADSVAPRNT002;2009-10-22 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGTR;SP;CADSVAPRNT002;2010-07-20 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIIBC;SP;CADSVAPRNT002;2007-10-01 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIICOSP;SP;CADSVAPRNT002;2008-04-03 00:00:00;80;NAO;9;S725933;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIFE;SP;CADSVAPRNT002;2008-02-12 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINC;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINT;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIPC;SP;CADSVAPRNT002;2019-12-11 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIISF;SP;CADSVAPRNT002;2018-08-22 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIJAD;SP;CADSVAPRNT002;2016-03-21 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIJUS;SP;CADSVAPRNT002;2008-03-27 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SILJI;SP;CADSVAPRNT002;2017-06-14 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SILOJ;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SILTC;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMAA;SP;CADSVAPRNT002;2007-10-11 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMAG;SP;CADSVAPRNT002;2008-04-01 00:00:00;80;NAO;9;S725933;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMAI;SP;CADSVAPRNT002;2015-09-25 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMCA;SP;CADSVAPRNT002;2008-02-14 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIMCV;SP;CADSVAPRNT002;2008-03-14 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMEX;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMFC;SP;CADSVAPRNT002;2018-06-12 00:00:00;80;NAO;9;S725933;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMOB;SP;CADSVAPRNT002;2013-01-22 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIMOC;SP;CADSVAPRNT002;2010-05-25 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMPL;SP;CADSVAPRNT002;2015-05-04 00:00:00;80;NAO;9;S725933;LOTERIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMTC;SP;CADSVAPRNT002;2007-11-20 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMTX;SP;CADSVAPRNT002;2015-05-04 00:00:00;80;NAO;9;S725933;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAC;SP;CADSVAPRNT002;2012-01-17 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAU;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINBC;SP;CADSVAPRNT002;2014-10-20 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINBC_ADMIN;SP;CADSVAPRNT002;2015-01-12 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SINRF;SP;CADSVAPRNT002;2018-09-12 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOCR;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPAE;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPAN;SP;CADSVAPRNT002;2010-07-08 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPCR;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIPCV;SP;CADSVAPRNT002;2008-10-27 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPDI;SP;CADSVAPRNT002;2018-01-03 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPER;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPFC;SP;CADSVAPRNT002;2015-07-08 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIPJE;SP;CADSVAPRNT002;2017-03-24 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIPNC;SP;CADSVAPRNT002;2016-03-24 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPOS;SP;CADSVAPRNT002;2008-02-13 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPRO;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPTX;SP;CADSVAPRNT002;2011-08-23 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRDI;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRFE;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRFF;SP;CADSVAPRNT002;2018-09-04 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRMA;SP;CADSVAPRNT002;2008-04-01 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIROT;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRUC;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISAG;SP;CADSVAPRNT002;2008-09-05 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISAT;SP;CADSVAPRNT002;2019-02-14 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFI;SP;CADSVAPRNT002;2007-10-11 00:00:00;54;NAO;5;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISIB;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISMB;SP;CADSVAPRNT002;2014-04-11 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SISRA;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISSO;SP;CADSVAPRNT002;2015-03-24 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SITAE;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;LOTERIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITAG;SP;CADSVAPRNT002;2008-04-01 00:00:00;80;NAO;9;S725933;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITAX;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITCH;SP;CADSVAPRNT002;;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITCS;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITDF;SP;CADSVAPRNT002;2010-04-29 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITEC;SP;CADSVAPRNT002;2012-03-02 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITEF;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITEX;SP;CADSVAPRNT002;2008-02-12 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
